	Event	Transcript Name	Link
	WWDC21	Design great actions for Shortcuts, Siri, and Suggestions	https://devimages-cdn.apple.com/wwdc-services/transcripts/individual/wwdc2021/wwdc2021-10283/eng_2251e72d7317/wwdc2021-10283-transcript-eng.json
	WWDC21	Detect people, faces, and poses using Vision	https://devimages-cdn.apple.com/wwdc-services/transcripts/individual/wwdc2021/wwdc2021-10040/eng_25411f8fcb4a/wwdc2021-10040-transcript-eng.json
	WWDC21	Diagnose Power and Performance regressions in your app	https://devimages-cdn.apple.com/wwdc-services/transcripts/individual/wwdc2021/wwdc2021-10087/eng_1e7c84565a3f/wwdc2021-10087-transcript-eng.json
	WWDC21	Discover Metal debugging, profiling, and asset creation tools	https://devimages-cdn.apple.com/wwdc-services/transcripts/individual/wwdc2021/wwdc2021-10157/eng_9fcfabe026e4/wwdc2021-10157-transcript-eng.json
	WWDC21	Discover account-driven User Enrollment	https://devimages-cdn.apple.com/wwdc-services/transcripts/individual/wwdc2021/wwdc2021-10136/eng_95273caa4d83/wwdc2021-10136-transcript-eng.json
	WWDC21	Discover concurrency in SwiftUI	https://devimages-cdn.apple.com/wwdc-services/transcripts/individual/wwdc2021/wwdc2021-10019/eng_033c6fdf8159/wwdc2021-10019-transcript-eng.json
	WWDC21	Discover geometry-aware audio with the Physical Audio Spatialization Engine (PHASE)	https://devimages-cdn.apple.com/wwdc-services/transcripts/individual/wwdc2021/wwdc2021-10079/eng_85ee5fcc950d/wwdc2021-10079-transcript-eng.json
	WWDC21	Discoverable design	https://devimages-cdn.apple.com/wwdc-services/transcripts/individual/wwdc2021/wwdc2021-10126/eng_3766d014694a/wwdc2021-10126-transcript-eng.json
	WWDC21	Elevate your DocC documentation in Xcode	https://devimages-cdn.apple.com/wwdc-services/transcripts/individual/wwdc2021/wwdc2021-10167/eng_88f71f1c63ac/wwdc2021-10167-transcript-eng.json
	WWDC21	Evaluate videos with the Advanced Video Quality Tool	https://devimages-cdn.apple.com/wwdc-services/transcripts/individual/wwdc2021/wwdc2021-10145/eng_a3af8d3913ea/wwdc2021-10145-transcript-eng.json
	WWDC21	Explore Core Image kernel improvements	https://devimages-cdn.apple.com/wwdc-services/transcripts/individual/wwdc2021/wwdc2021-10159/eng_569bfb14d7ad/wwdc2021-10159-transcript-eng.json
	WWDC21	Explore Safari Web Extension improvements	https://devimages-cdn.apple.com/wwdc-services/transcripts/individual/wwdc2021/wwdc2021-10027/eng_03dd570d9d55/wwdc2021-10027-transcript-eng.json
	WWDC21	Explore UWB-based car keys	https://devimages-cdn.apple.com/wwdc-services/transcripts/individual/wwdc2021/wwdc2021-10084/eng_8202817bc00b/wwdc2021-10084-transcript-eng.json
	WWDC21	Explore WKWebView additions	https://devimages-cdn.apple.com/wwdc-services/transcripts/individual/wwdc2021/wwdc2021-10032/eng_c10579fd0485/wwdc2021-10032-transcript-eng.json
	WWDC21	Explore advanced rendering with RealityKit 2	https://devimages-cdn.apple.com/wwdc-services/transcripts/individual/wwdc2021/wwdc2021-10075/eng_6da2681cc82f/wwdc2021-10075-transcript-eng.json
	WWDC21	Explore dynamic pre-rolls and mid-rolls in HLS	https://devimages-cdn.apple.com/wwdc-services/transcripts/individual/wwdc2021/wwdc2021-10140/eng_c3c3f7d06269/wwdc2021-10140-transcript-eng.json
	WWDC21	Explore low-latency video encoding with VideoToolbox	https://devimages-cdn.apple.com/wwdc-services/transcripts/individual/wwdc2021/wwdc2021-10158/eng_f5cb46314ea5/wwdc2021-10158-transcript-eng.json
	WWDC21	Explore the SF Symbols 3 app	https://devimages-cdn.apple.com/wwdc-services/transcripts/individual/wwdc2021/wwdc2021-10288/eng_f9a182105883/wwdc2021-10288-transcript-eng.json
	WWDC21	Explore the catalog with the Apple Music API	https://devimages-cdn.apple.com/wwdc-services/transcripts/individual/wwdc2021/wwdc2021-10291/eng_8042f40bfb68/wwdc2021-10291-transcript-eng.json
	WWDC21	Get ready to optimize your App Store product page	https://devimages-cdn.apple.com/wwdc-services/transcripts/individual/wwdc2021/wwdc2021-10295/eng_1caa28ab9725/wwdc2021-10295-transcript-eng.json
	WWDC21	Improve global streaming availability with HLS Content Steering	https://devimages-cdn.apple.com/wwdc-services/transcripts/individual/wwdc2021/wwdc2021-10141/eng_29abb828985b/wwdc2021-10141-transcript-eng.json
	WWDC21	Make blazing fast lists and collection views	https://devimages-cdn.apple.com/wwdc-services/transcripts/individual/wwdc2021/wwdc2021-10252/eng_4811ae7760ad/wwdc2021-10252-transcript-eng.json
	WWDC21	Manage devices with Apple Configurator	https://devimages-cdn.apple.com/wwdc-services/transcripts/individual/wwdc2021/wwdc2021-10297/eng_58069449b216/wwdc2021-10297-transcript-eng.json
	WWDC21	Manage in-app purchases on your server	https://devimages-cdn.apple.com/wwdc-services/transcripts/individual/wwdc2021/wwdc2021-10174/eng_56f63f40c59d/wwdc2021-10174-transcript-eng.json
	WWDC21	Measure health with motion	https://devimages-cdn.apple.com/wwdc-services/transcripts/individual/wwdc2021/wwdc2021-10287/eng_08d0e26a4631/wwdc2021-10287-transcript-eng.json
	WWDC21	Meet AsyncSequence	https://devimages-cdn.apple.com/wwdc-services/transcripts/individual/wwdc2021/wwdc2021-10058/eng_15b32e792582/wwdc2021-10058-transcript-eng.json
	WWDC21	Meet TextKit 2	https://devimages-cdn.apple.com/wwdc-services/transcripts/individual/wwdc2021/wwdc2021-10061/eng_b720bca2b6b6/wwdc2021-10061-transcript-eng.json
	WWDC21	Meet the Location Button	https://devimages-cdn.apple.com/wwdc-services/transcripts/individual/wwdc2021/wwdc2021-10102/eng_fb5f784800c4/wwdc2021-10102-transcript-eng.json
	WWDC21	Meet the Swift Algorithms and Collections packages	https://devimages-cdn.apple.com/wwdc-services/transcripts/individual/wwdc2021/wwdc2021-10256/eng_9510ca5b482e/wwdc2021-10256-transcript-eng.json
	WWDC21	Move beyond passwords	https://devimages-cdn.apple.com/wwdc-services/transcripts/individual/wwdc2021/wwdc2021-10106/eng_10460da1083d/wwdc2021-10106-transcript-eng.json
	WWDC21	Qualities of a great Mac Catalyst app	https://devimages-cdn.apple.com/wwdc-services/transcripts/individual/wwdc2021/wwdc2021-10053/eng_d8f0b103e785/wwdc2021-10053-transcript-eng.json
	WWDC21	Qualities of great iPad and iPhone apps on Macs with M1	https://devimages-cdn.apple.com/wwdc-services/transcripts/individual/wwdc2021/wwdc2021-10056/eng_c7e2d88dcea4/wwdc2021-10056-transcript-eng.json
	WWDC21	Review code and collaborate in Xcode 	https://devimages-cdn.apple.com/wwdc-services/transcripts/individual/wwdc2021/wwdc2021-10205/eng_8a7b28d1a9f3/wwdc2021-10205-transcript-eng.json
	WWDC21	SF Symbols in SwiftUI	https://devimages-cdn.apple.com/wwdc-services/transcripts/individual/wwdc2021/wwdc2021-10349/eng_62988be2c512/wwdc2021-10349-transcript-eng.json
	WWDC21	SF Symbols in UIKit and AppKit	https://devimages-cdn.apple.com/wwdc-services/transcripts/individual/wwdc2021/wwdc2021-10251/eng_0ac304f73cd3/wwdc2021-10251-transcript-eng.json
	WWDC21	Secure login with iCloud Keychain verification codes	https://devimages-cdn.apple.com/wwdc-services/transcripts/individual/wwdc2021/wwdc2021-10105/eng_c7b2c6c5bf1a/wwdc2021-10105-transcript-eng.json
	WWDC21	Send communication and Time Sensitive notifications	https://devimages-cdn.apple.com/wwdc-services/transcripts/individual/wwdc2021/wwdc2021-10091/eng_e7f9b1a9b107/wwdc2021-10091-transcript-eng.json
	WWDC21	Showcase app data in Spotlight	https://devimages-cdn.apple.com/wwdc-services/transcripts/individual/wwdc2021/wwdc2021-10098/eng_2dfb5760c5af/wwdc2021-10098-transcript-eng.json
	WWDC21	Swift concurrency: Update a sample app	https://devimages-cdn.apple.com/wwdc-services/transcripts/individual/wwdc2021/wwdc2021-10194/eng_e23bd29e1dd4/wwdc2021-10194-transcript-eng.json
	WWDC21	SwiftUI Accessibility: Beyond the basics	https://devimages-cdn.apple.com/wwdc-services/transcripts/individual/wwdc2021/wwdc2021-10119/eng_6c75579e941a/wwdc2021-10119-transcript-eng.json
	WWDC21	Symbolication: Beyond the basics	https://devimages-cdn.apple.com/wwdc-services/transcripts/individual/wwdc2021/wwdc2021-10211/eng_a90baa9635c7/wwdc2021-10211-transcript-eng.json
	WWDC21	Triage TestFlight crashes in Xcode Organizer	https://devimages-cdn.apple.com/wwdc-services/transcripts/individual/wwdc2021/wwdc2021-10203/eng_f7016d6943dd/wwdc2021-10203-transcript-eng.json
	WWDC21	Use async/await with URLSession	https://devimages-cdn.apple.com/wwdc-services/transcripts/individual/wwdc2021/wwdc2021-10095/eng_4bb2edf76129/wwdc2021-10095-transcript-eng.json
	WWDC21	What's new in Mac Catalyst	https://devimages-cdn.apple.com/wwdc-services/transcripts/individual/wwdc2021/wwdc2021-10052/eng_d3cd280a594a/wwdc2021-10052-transcript-eng.json
	WWDC21	What's new in Wallet and Apple Pay	https://devimages-cdn.apple.com/wwdc-services/transcripts/individual/wwdc2021/wwdc2021-10092/eng_dbeb3f113374/wwdc2021-10092-transcript-eng.json
	WWDC21	What’s new in SF Symbols	https://devimages-cdn.apple.com/wwdc-services/transcripts/individual/wwdc2021/wwdc2021-10097/eng_f896cdd5c013/wwdc2021-10097-transcript-eng.json
	WWDC21	What’s new in camera capture	https://devimages-cdn.apple.com/wwdc-services/transcripts/individual/wwdc2021/wwdc2021-10047/eng_f794b1bde7cc/wwdc2021-10047-transcript-eng.json
	WWDC21	Accessibility by design: An Apple Watch for everyone	https://devimages-cdn.apple.com/wwdc-services/transcripts/individual/wwdc2021/wwdc2021-10308/eng_371b8591b147/wwdc2021-10308-transcript-eng.json
	WWDC21	Accessibility by design: An Apple Watch for everyone (ASL)	https://devimages-cdn.apple.com/wwdc-services/transcripts/individual/wwdc2021/wwdc2021-110142/eng_9e5f6ef48aae/wwdc2021-110142-transcript-eng.json
	WWDC21	Wednesday@WWDC21	https://devimages-cdn.apple.com/wwdc-services/transcripts/individual/wwdc2021/wwdc2021-10323/eng_c1153d7d11be/wwdc2021-10323-transcript-eng.json
	WWDC21	Add support for Matter in your smart home app	https://devimages-cdn.apple.com/wwdc-services/transcripts/individual/wwdc2021/wwdc2021-10298/eng_f6ace47aa88c/wwdc2021-10298-transcript-eng.json
	WWDC21	Automate CloudKit tests with cktool and declarative schema	https://devimages-cdn.apple.com/wwdc-services/transcripts/individual/wwdc2021/wwdc2021-10118/eng_644e479a7bce/wwdc2021-10118-transcript-eng.json
	WWDC21	Bring Core Data concurrency to Swift and SwiftUI	https://devimages-cdn.apple.com/wwdc-services/transcripts/individual/wwdc2021/wwdc2021-10017/eng_c5fd1253508c/wwdc2021-10017-transcript-eng.json
	WWDC21	Build Mail app extensions	https://devimages-cdn.apple.com/wwdc-services/transcripts/individual/wwdc2021/wwdc2021-10168/eng_d2f42bb0ffc0/wwdc2021-10168-transcript-eng.json
	WWDC21	Build custom experiences with Group Activities	https://devimages-cdn.apple.com/wwdc-services/transcripts/individual/wwdc2021/wwdc2021-10187/eng_8916ee4b0ec7/wwdc2021-10187-transcript-eng.json
	WWDC21	Build interactive tutorials using DocC	https://devimages-cdn.apple.com/wwdc-services/transcripts/individual/wwdc2021/wwdc2021-10235/eng_48256c0273d4/wwdc2021-10235-transcript-eng.json
	WWDC21	Capture high-quality photos using video formats	https://devimages-cdn.apple.com/wwdc-services/transcripts/individual/wwdc2021/wwdc2021-10247/eng_017ce87fb607/wwdc2021-10247-transcript-eng.json
	WWDC21	Create image processing apps powered by Apple silicon	https://devimages-cdn.apple.com/wwdc-services/transcripts/individual/wwdc2021/wwdc2021-10153/eng_a7ede9932cea/wwdc2021-10153-transcript-eng.json
	WWDC21	Deliver a great playback experience on tvOS	https://devimages-cdn.apple.com/wwdc-services/transcripts/individual/wwdc2021/wwdc2021-10191/eng_cf1b3896f278/wwdc2021-10191-transcript-eng.json
	WWDC21	Design for Group Activities	https://devimages-cdn.apple.com/wwdc-services/transcripts/individual/wwdc2021/wwdc2021-10184/eng_a87084542335/wwdc2021-10184-transcript-eng.json
	WWDC21	Design for spatial interaction	https://devimages-cdn.apple.com/wwdc-services/transcripts/individual/wwdc2021/wwdc2021-10245/eng_59c8b304bec9/wwdc2021-10245-transcript-eng.json
	WWDC21	Detect and diagnose memory issues	https://devimages-cdn.apple.com/wwdc-services/transcripts/individual/wwdc2021/wwdc2021-10180/eng_12b4382ba0b7/wwdc2021-10180-transcript-eng.json
	WWDC21	Develop advanced web content	https://devimages-cdn.apple.com/wwdc-services/transcripts/individual/wwdc2021/wwdc2021-10030/eng_c0bb238224cf/wwdc2021-10030-transcript-eng.json
	WWDC21	Diagnose unreliable code with test repetitions	https://devimages-cdn.apple.com/wwdc-services/transcripts/individual/wwdc2021/wwdc2021-10296/eng_fb72f6b8dc07/wwdc2021-10296-transcript-eng.json
	WWDC21	Direct and reflect focus in SwiftUI	https://devimages-cdn.apple.com/wwdc-services/transcripts/individual/wwdc2021/wwdc2021-10023/eng_999bd856d6e8/wwdc2021-10023-transcript-eng.json
	WWDC21	Discover Web Inspector improvements	https://devimages-cdn.apple.com/wwdc-services/transcripts/individual/wwdc2021/wwdc2021-10031/eng_f8d0ebffe108/wwdc2021-10031-transcript-eng.json
	WWDC21	Discover and curate Swift Packages using Collections	https://devimages-cdn.apple.com/wwdc-services/transcripts/individual/wwdc2021/wwdc2021-10197/eng_9a496c78f885/wwdc2021-10197-transcript-eng.json
	WWDC21	Discover compilation workflows in Metal	https://devimages-cdn.apple.com/wwdc-services/transcripts/individual/wwdc2021/wwdc2021-10229/eng_a7baa995e06e/wwdc2021-10229-transcript-eng.json
	WWDC21	Discover rolling clips with ReplayKit	https://devimages-cdn.apple.com/wwdc-services/transcripts/individual/wwdc2021/wwdc2021-10101/eng_0037f7a5b122/wwdc2021-10101-transcript-eng.json
	WWDC21	Distribute apps in Xcode with cloud signing	https://devimages-cdn.apple.com/wwdc-services/transcripts/individual/wwdc2021/wwdc2021-10204/eng_f7fc57751e13/wwdc2021-10204-transcript-eng.json
	WWDC21	Donate intents and expand your app’s presence	https://devimages-cdn.apple.com/wwdc-services/transcripts/individual/wwdc2021/wwdc2021-10231/eng_1e7a2c3172e3/wwdc2021-10231-transcript-eng.json
	WWDC21	Embrace Expected Failures in XCTest	https://devimages-cdn.apple.com/wwdc-services/transcripts/individual/wwdc2021/wwdc2021-10207/eng_67cf52c82d0b/wwdc2021-10207-transcript-eng.json
	WWDC21	Explore ARKit 5	https://devimages-cdn.apple.com/wwdc-services/transcripts/individual/wwdc2021/wwdc2021-10073/eng_05bda19abcc3/wwdc2021-10073-transcript-eng.json
	WWDC21	Explore Digital Crown, Trackpad, and iPad pointer automation	https://devimages-cdn.apple.com/wwdc-services/transcripts/individual/wwdc2021/wwdc2021-10208/eng_f7fcc5d87077/wwdc2021-10208-transcript-eng.json
	WWDC21	Explore HDR rendering with EDR	https://devimages-cdn.apple.com/wwdc-services/transcripts/individual/wwdc2021/wwdc2021-10161/eng_35baa40f9cdc/wwdc2021-10161-transcript-eng.json
	WWDC21	Extract document data using Vision	https://devimages-cdn.apple.com/wwdc-services/transcripts/individual/wwdc2021/wwdc2021-10041/eng_23d3007d9edc/wwdc2021-10041-transcript-eng.json
	WWDC21	Improve MDM assignment of Apps and Books	https://devimages-cdn.apple.com/wwdc-services/transcripts/individual/wwdc2021/wwdc2021-10137/eng_bf59341659e3/wwdc2021-10137-transcript-eng.json
	WWDC21	Improve access to Photos in your app	https://devimages-cdn.apple.com/wwdc-services/transcripts/individual/wwdc2021/wwdc2021-10046/eng_ff176a67a1fe/wwdc2021-10046-transcript-eng.json
	WWDC21	Localize your SwiftUI app	https://devimages-cdn.apple.com/wwdc-services/transcripts/individual/wwdc2021/wwdc2021-10220/eng_2f7d16ee9f16/wwdc2021-10220-transcript-eng.json
	WWDC21	Manage software updates in your organization	https://devimages-cdn.apple.com/wwdc-services/transcripts/individual/wwdc2021/wwdc2021-10129/eng_89129f2aac41/wwdc2021-10129-transcript-eng.json
	WWDC21	Meet ClassKit for file-based apps	https://devimages-cdn.apple.com/wwdc-services/transcripts/individual/wwdc2021/wwdc2021-10257/eng_679e8065ccee/wwdc2021-10257-transcript-eng.json
	WWDC21	Meet privacy-preserving ad attribution	https://devimages-cdn.apple.com/wwdc-services/transcripts/individual/wwdc2021/wwdc2021-10033/eng_2666157c15f7/wwdc2021-10033-transcript-eng.json
	WWDC21	Optimize high-end games for Apple GPUs	https://devimages-cdn.apple.com/wwdc-services/transcripts/individual/wwdc2021/wwdc2021-10148/eng_84a2ca1f6988/wwdc2021-10148-transcript-eng.json
	WWDC21	Principles of great widgets	https://devimages-cdn.apple.com/wwdc-services/transcripts/individual/wwdc2021/wwdc2021-10048/eng_a0a7e062107f/wwdc2021-10048-transcript-eng.json
	WWDC21	Support Full Keyboard Access in your iOS app	https://devimages-cdn.apple.com/wwdc-services/transcripts/individual/wwdc2021/wwdc2021-10120/eng_f8d1c0709229/wwdc2021-10120-transcript-eng.json
	WWDC21	Support customers and handle refunds	https://devimages-cdn.apple.com/wwdc-services/transcripts/individual/wwdc2021/wwdc2021-10175/eng_53952b00d118/wwdc2021-10175-transcript-eng.json
	WWDC21	Swift concurrency: Behind the scenes	https://devimages-cdn.apple.com/wwdc-services/transcripts/individual/wwdc2021/wwdc2021-10254/eng_2f367e327f36/wwdc2021-10254-transcript-eng.json
	WWDC21	Sync files to the cloud with FileProvider on macOS	https://devimages-cdn.apple.com/wwdc-services/transcripts/individual/wwdc2021/wwdc2021-10182/eng_25fc4b312f90/wwdc2021-10182-transcript-eng.json
	WWDC21	There and back again: Data transfer on Apple Watch	https://devimages-cdn.apple.com/wwdc-services/transcripts/individual/wwdc2021/wwdc2021-10003/eng_ffafb4d72f8f/wwdc2021-10003-transcript-eng.json
	WWDC21	Understand and eliminate hangs from your app	https://devimages-cdn.apple.com/wwdc-services/transcripts/individual/wwdc2021/wwdc2021-10258/eng_de0c93be9128/wwdc2021-10258-transcript-eng.json
	WWDC21	What's new in App Analytics	https://devimages-cdn.apple.com/wwdc-services/transcripts/individual/wwdc2021/wwdc2021-10115/eng_db19b7b8828f/wwdc2021-10115-transcript-eng.json
	WWDC21	What’s new in AVFoundation	https://devimages-cdn.apple.com/wwdc-services/transcripts/individual/wwdc2021/wwdc2021-10146/eng_13d4dc72fb2a/wwdc2021-10146-transcript-eng.json
	WWDC21	Meditation for fidgety skeptics	https://devimages-cdn.apple.com/wwdc-services/transcripts/individual/wwdc2021/wwdc2021-10316/eng_c1bef558b527/wwdc2021-10316-transcript-eng.json
	WWDC21	Thursday@WWDC21	https://devimages-cdn.apple.com/wwdc-services/transcripts/individual/wwdc2021/wwdc2021-10324/eng_ea5cfa0ee634/wwdc2021-10324-transcript-eng.json
	WWDC21	ARC in Swift: Basics and beyond	https://devimages-cdn.apple.com/wwdc-services/transcripts/individual/wwdc2021/wwdc2021-10216/eng_02a75a20469a/wwdc2021-10216-transcript-eng.json
	WWDC21	Accelerate machine learning with Metal Performance Shaders Graph	https://devimages-cdn.apple.com/wwdc-services/transcripts/individual/wwdc2021/wwdc2021-10152/eng_e277e4673bd1/wwdc2021-10152-transcript-eng.json
	WWDC21	Accelerate networking with HTTP/3 and QUIC	https://devimages-cdn.apple.com/wwdc-services/transcripts/individual/wwdc2021/wwdc2021-10094/eng_e6ed54f94a38/wwdc2021-10094-transcript-eng.json
	WWDC21	Bring Recurring Leaderboards to your game	https://devimages-cdn.apple.com/wwdc-services/transcripts/individual/wwdc2021/wwdc2021-10067/eng_af682b89b2ba/wwdc2021-10067-transcript-eng.json
	WWDC21	Build a research and care app, part 1: Setup onboarding	https://devimages-cdn.apple.com/wwdc-services/transcripts/individual/wwdc2021/wwdc2021-10068/eng_a62485deb22d/wwdc2021-10068-transcript-eng.json
	WWDC21	Build a research and care app, part 2: Schedule tasks	https://devimages-cdn.apple.com/wwdc-services/transcripts/individual/wwdc2021/wwdc2021-10069/eng_b2423dd73657/wwdc2021-10069-transcript-eng.json
	WWDC21	Build a research and care app, part 3: Visualize progress	https://devimages-cdn.apple.com/wwdc-services/transcripts/individual/wwdc2021/wwdc2021-10282/eng_80df3b6de045/wwdc2021-10282-transcript-eng.json
	WWDC21	Build apps that share data through CloudKit and Core Data 	https://devimages-cdn.apple.com/wwdc-services/transcripts/individual/wwdc2021/wwdc2021-10015/eng_773d8d555ccb/wwdc2021-10015-transcript-eng.json
	WWDC21	Coordinate media playback in Safari with Group Activities	https://devimages-cdn.apple.com/wwdc-services/transcripts/individual/wwdc2021/wwdc2021-10189/eng_f475dd6f6c32/wwdc2021-10189-transcript-eng.json
	WWDC21	Create 3D workflows with USD	https://devimages-cdn.apple.com/wwdc-services/transcripts/individual/wwdc2021/wwdc2021-10077/eng_cfa28da3943e/wwdc2021-10077-transcript-eng.json
	WWDC21	Design for Safari 15	https://devimages-cdn.apple.com/wwdc-services/transcripts/individual/wwdc2021/wwdc2021-10029/eng_f4b77f42795a/wwdc2021-10029-transcript-eng.json
	WWDC21	Detect bugs early with the static analyzer	https://devimages-cdn.apple.com/wwdc-services/transcripts/individual/wwdc2021/wwdc2021-10202/eng_4781c5d6ef95/wwdc2021-10202-transcript-eng.json
	WWDC21	Discover breakpoint improvements	https://devimages-cdn.apple.com/wwdc-services/transcripts/individual/wwdc2021/wwdc2021-10209/eng_27d1e4a2a773/wwdc2021-10209-transcript-eng.json
	WWDC21	Explore advanced project configuration in Xcode	https://devimages-cdn.apple.com/wwdc-services/transcripts/individual/wwdc2021/wwdc2021-10210/eng_8657134b2eb2/wwdc2021-10210-transcript-eng.json
	WWDC21	Meet CloudKit Console	https://devimages-cdn.apple.com/wwdc-services/transcripts/individual/wwdc2021/wwdc2021-10117/eng_76cba68cd6f9/wwdc2021-10117-transcript-eng.json
	WWDC21	Mitigate fraud with App Attest and DeviceCheck	https://devimages-cdn.apple.com/wwdc-services/transcripts/individual/wwdc2021/wwdc2021-10244/eng_94ad4ef622d5/wwdc2021-10244-transcript-eng.json
	WWDC21	Optimize for 5G networks	https://devimages-cdn.apple.com/wwdc-services/transcripts/individual/wwdc2021/wwdc2021-10103/eng_a475255f9870/wwdc2021-10103-transcript-eng.json
	WWDC21	Optimize for variable refresh rate displays	https://devimages-cdn.apple.com/wwdc-services/transcripts/individual/wwdc2021/wwdc2021-10147/eng_22a3dd226d35/wwdc2021-10147-transcript-eng.json
	WWDC21	Practice audio haptic design	https://devimages-cdn.apple.com/wwdc-services/transcripts/individual/wwdc2021/wwdc2021-10278/eng_1a5c9af55457/wwdc2021-10278-transcript-eng.json
	WWDC21	Reduce network delays for your app	https://devimages-cdn.apple.com/wwdc-services/transcripts/individual/wwdc2021/wwdc2021-10239/eng_a1aeae044950/wwdc2021-10239-transcript-eng.json
	WWDC21	Safeguard your accounts, promotions, and content	https://devimages-cdn.apple.com/wwdc-services/transcripts/individual/wwdc2021/wwdc2021-10110/eng_033380ada40b/wwdc2021-10110-transcript-eng.json
	WWDC21	Streamline your localized strings	https://devimages-cdn.apple.com/wwdc-services/transcripts/individual/wwdc2021/wwdc2021-10221/eng_70f29cdd3ea3/wwdc2021-10221-transcript-eng.json
	WWDC21	SwiftUI on the Mac: Build the fundamentals	https://devimages-cdn.apple.com/wwdc-services/transcripts/individual/wwdc2021/wwdc2021-10062/eng_9dfc821ddb55/wwdc2021-10062-transcript-eng.json
	WWDC21	SwiftUI on the Mac: The finishing touches	https://devimages-cdn.apple.com/wwdc-services/transcripts/individual/wwdc2021/wwdc2021-10289/eng_20f817e03868/wwdc2021-10289-transcript-eng.json
	WWDC21	Tailor the VoiceOver experience in your data-rich apps	https://devimages-cdn.apple.com/wwdc-services/transcripts/individual/wwdc2021/wwdc2021-10121/eng_670b517df88e/wwdc2021-10121-transcript-eng.json
	WWDC21	Tune your Core ML models	https://devimages-cdn.apple.com/wwdc-services/transcripts/individual/wwdc2021/wwdc2021-10038/eng_96a653aba392/wwdc2021-10038-transcript-eng.json
	WWDC21	Use Accelerate to improve performance and incorporate encrypted archives	https://devimages-cdn.apple.com/wwdc-services/transcripts/individual/wwdc2021/wwdc2021-10233/eng_6f933a516781/wwdc2021-10233-transcript-eng.json
	WWDC21	Write a DSL in Swift using result builders	https://devimages-cdn.apple.com/wwdc-services/transcripts/individual/wwdc2021/wwdc2021-10253/eng_b26e48352ea8/wwdc2021-10253-transcript-eng.json
	WWDC21	Developer spotlight: Accessibility	https://devimages-cdn.apple.com/wwdc-services/transcripts/individual/wwdc2021/wwdc2021-10318/eng_576987991755/wwdc2021-10318-transcript-eng.json
	WWDC21	Friday@WWDC21	https://devimages-cdn.apple.com/wwdc-services/transcripts/individual/wwdc2021/wwdc2021-10325/eng_f94f0561f80a/wwdc2021-10325-transcript-eng.json
WWDC20			
	WWDC20	Adopt the new look of macOS	https://devimages-cdn.apple.com/wwdc-services/transcripts/individual/wwdc2020/wwdc2020-10104/eng_74d627427d20/wwdc2020-10104-transcript-eng.json
	WWDC20	Advances in UICollectionView	https://devimages-cdn.apple.com/wwdc-services/transcripts/individual/wwdc2020/wwdc2020-10097/eng_4230e66d77ef/wwdc2020-10097-transcript-eng.json
	WWDC20	Advances in diffable data sources	https://devimages-cdn.apple.com/wwdc-services/transcripts/individual/wwdc2020/wwdc2020-10045/eng_437de79f12ac/wwdc2020-10045-transcript-eng.json
	WWDC20	Build Metal-based Core Image kernels with Xcode	https://devimages-cdn.apple.com/wwdc-services/transcripts/individual/wwdc2020/wwdc2020-10021/eng_b9afc1d499b3/wwdc2020-10021-transcript-eng.json
	WWDC20	Build SwiftUI apps for tvOS	https://devimages-cdn.apple.com/wwdc-services/transcripts/individual/wwdc2020/wwdc2020-10042/eng_ade3faa103fa/wwdc2020-10042-transcript-eng.json
	WWDC20	Build an Action Classifier with Create ML	https://devimages-cdn.apple.com/wwdc-services/transcripts/individual/wwdc2020/wwdc2020-10043/eng_02b8924697f7/wwdc2020-10043-transcript-eng.json
	WWDC20	Build complications in SwiftUI	https://devimages-cdn.apple.com/wwdc-services/transcripts/individual/wwdc2020/wwdc2020-10048/eng_e40301ec03a1/wwdc2020-10048-transcript-eng.json
	WWDC20	Build trust through better privacy	https://devimages-cdn.apple.com/wwdc-services/transcripts/individual/wwdc2020/wwdc2020-10676/eng_dc2144393aee/wwdc2020-10676-transcript-eng.json
	WWDC20	Configure and link your App Clips	https://devimages-cdn.apple.com/wwdc-services/transcripts/individual/wwdc2020/wwdc2020-10146/eng_3804375ff63e/wwdc2020-10146-transcript-eng.json
	WWDC20	Create great enterprise apps: A chat with Box's Aaron Levie	https://devimages-cdn.apple.com/wwdc-services/transcripts/individual/wwdc2020/wwdc2020-10204/eng_b7f81f98e7df/wwdc2020-10204-transcript-eng.json
	WWDC20	Designed for iPad	https://devimages-cdn.apple.com/wwdc-services/transcripts/individual/wwdc2020/wwdc2020-10206/eng_d24e81b0c0dd/wwdc2020-10206-transcript-eng.json
	WWDC20	Detect Body and Hand Pose with Vision	https://devimages-cdn.apple.com/wwdc-services/transcripts/individual/wwdc2020/wwdc2020-10653/eng_1866c5528621/wwdc2020-10653-transcript-eng.json
	WWDC20	Distribute binary frameworks as Swift packages	https://devimages-cdn.apple.com/wwdc-services/transcripts/individual/wwdc2020/wwdc2020-10147/eng_19fef2672e75/wwdc2020-10147-transcript-eng.json
	WWDC20	Explore ARKit 4	https://devimages-cdn.apple.com/wwdc-services/transcripts/individual/wwdc2020/wwdc2020-10611/eng_6fdb160515fc/wwdc2020-10611-transcript-eng.json
	WWDC20	Explore App Clips	https://devimages-cdn.apple.com/wwdc-services/transcripts/individual/wwdc2020/wwdc2020-10174/eng_bd5d6cd548c1/wwdc2020-10174-transcript-eng.json
